STNAME,ACTIVE,ADDRESS,ASSET,CITY,NAME,ROA,ROE,WEBADDR,ZIP,FLDOFF,REGION
Tennessee,0,30 West Main Street,"27,053",Hohenwald,Hohenwald Bank & Trust Co.,,, ,38462,Nashville,Dallas
Tennessee,1,369 Front Street,"233,229",Spring City,First Bank of Tennessee,1.45,14.51,http://www.firstbanktn.com:80/,37381,Knoxville,Dallas
Tennessee,0,Main Street,"61,994",Whiteville,The Whiteville Bank,,, ,38075,Memphis,Dallas
Tennessee,0,23 Washington Street,"40,048",Athens,City & County Bank of McMinn County,,, ,37303,Knoxville,Dallas
Tennessee,0,219 Ward St,"101,658",Benton,Benton Banking Company,,, ,37307,Knoxville,Dallas
Tennessee,0,6 North Washington Avenue,"92,217",Brownsville,Union Planters Bank of the Tennessee Delta,,, ,38012,Memphis,Dallas
Tennessee,0,Main Street,"25,716",Coalmont,Coalmont Savings Bank,,, ,37313,Nashville,Dallas
Texas,0,218 North Washington Street,"75,309",Beeville,State Bank & Trust Company,,,http://www.sbtfirst.com:80/,78102,Austin,Dallas
Texas,1,2118 S. Treadaway Blvd.,"40,057",Abilene,First State Bank,0.6,7.46,http://www.fsbabilene.com:80/,79602,Dallas,Dallas
Texas,0,305 East Washington Avenue,"27,314",Navasota,The Security State Bank,,, ,77868,Houston,Dallas
Texas,1,406 West Grand Avenue,"143,176",Yoakum,First State Bank,1.52,12.88,http://www.ourhometownbank.com:80/,77995,Austin,Dallas
Texas,0,U.S. Highway 281 And Seventh Street,"155,670",Marble Falls,First Interstate Bank of Marble Falls,,, ,78654,Austin,Dallas
Texas,0,806/810 Ferris Avenue,"68,874",Waxahachie,Waxahachie Bank and Trust Company,,, ,75165,Dallas,Dallas
Texas,1,2 N Main St,"31,390",Bertram,Farmers State Bank,2.24,16.14, ,78605,Austin,Dallas
Texas,0,700 Church Street,"79,358",East Bernard,Union State Bank,,, ,77435,Houston,Dallas
Texas,0,West College And Anderson Streets,"13,983",Rising Star,First State Bank of Rising Star,,, ,76471,Dallas,Dallas
Texas,0,6516 North Railroad Street,,Wallis,Wallis State Bank,,, ,77485,Houston,Dallas
Texas,1,45 Texas Highway 24 North,"25,072",Cooper,The Enloe State Bank in Enloe,0.93,8.07,http://www.enloestatebank.com:80/,75432,Dallas,Dallas
Texas,1,116 East Third Street,"221,147",Hallettsville,Peoples State Bank of Hallettsville,0.7,5.67,http://www.psbhallettsville.com:80/,77964,Austin,Dallas
Virginia,0,Main Street,"262,898",Haysi,"Dominion Bank of the Cumberlands, National Association",,, ,24256,Richmond,Atlanta
Virginia,0,731 Poquoson Avenue,"17,627",Poquoson,First Virginia Bank of the Peninsula,,, ,23362,Richmond,Atlanta
Virginia,0,515 Maple Avenue,"107,424",Vienna,United Virginia Bank of Fairfax,,, ,22180,Richmond,Atlanta
Virginia,1,5499 Dr. Thomas Walker Road,"90,933",Rose Hill,The Peoples Bank,0.54,6.15,http://www.thepeoplesbanknow.com:80/,24281,Richmond,Atlanta
Virginia,0,307 East Main Street,"33,730",Front Royal,Bank of Virginia-Warren,,, ,22630,Richmond,Atlanta
Virginia,0,302 South Jefferson Street,"117,508",Roanoke,Mountain Trust Bank,,, ,24007,Richmond,Atlanta
Virginia,0,502 Wilborn Avenue,"32,417",South Boston,United Virginia Bank/Citizens of South Boston,,, ,24592,Richmond,Atlanta
Wisconsin,1,5758 Main Street,"116,500",Auburndale,Pioneer Bank,0.24,2.01,http://www.pioneerbank.net:80/,54412,Eau Claire,Chicago
Wisconsin,0,Main Street,"8,850",Darien,First Bank Southeast of Darien,,, ,53114,Milwaukee,Chicago
Wisconsin,0,Main Street,,Poplar,Poplar State Bank,,, ,54864,Eau Claire,Chicago
Wisconsin,0,154 Main Street,"13,587",Sullivan,F&M Bank of Sullivan,,, ,53178,Milwaukee,Chicago
Wisconsin,0,1225 Lincoln Street,"80,661",Rhinelander,Northwoods State Bank,,,http://www.northwoodsstatebank.com:80/,54501,Appleton,Chicago
Wisconsin,0,314 West State Street,"25,603",Fox Lake,State Bank of Fox Lake,,, ,53933,Milwaukee,Chicago
Wisconsin,0,Main Street,"12,787",Gays Mills,Royal Bank,,, ,54631,Madison,Chicago
Wisconsin,1,23942 Senty Drive,"63,804",Independence,Independence State Bank,0.09,1.07,http://www.independencestatebank.com:80/,54747,Eau Claire,Chicago
Wisconsin,0,610 West Main Street,"102,218",Waunakee,Bank of Waunakee,,, ,53597,Madison,Chicago
New York,0,656 Eighth Avenue,,New York City,The Franklin Savings Bank in the City of N. Y.,,, ,10036,New York City,New York
California,1,515 South Broadway,"491,443",Yreka,Scott Valley Bank,0.58,4.95,http://www.scottvalleybank.com:80/,96097,Sacramento,San Francisco
California,0,201 California Street,"1,559,480",San Francisco,The Hibernia Bank,,, ,94111,San Francisco,San Francisco
Illinois,0,1395 Buchanan Street,"45,319",Carthage,Farmers State Bank of Ferris,,, ,62321,Springfield Il,Chicago
Illinois,1,301 South Columbia Avenue,"97,099",Oglesby,Illini State Bank,0.44,3.06,http://www.illinistatebank.com:80/,61348,Princeton,Chicago
Illinois,0,201 North Main Street,"176,749",Toluca,Alpha Community Bank,,, ,61369,Princeton,Chicago
Illinois,1,233 Carver Street,"146,747",Winslow,Community Bank,1.83,13.23,http://www.cbcommunitybank.com:80/,61089,Princeton,Chicago
Illinois,0,100 South Oak Street,"18,612",Mounds,The First State Bank of Mounds,,, ,62964,Mount Vernon,Chicago
Illinois,0,7727 Lake Street,"349,427",River Forest,River Forest State Bank and Trust Company,,, ,60305,Chicago,Chicago
Illinois,0,13700 South Indiana Avenue,"94,164",Riverdale,Riverdale Bank,,, ,60627,Chicago,Chicago
Illinois,0,606 Countryside Center,"71,107",Yorkville,The Bank of Yorkville,,, ,60560,Chicago,Chicago
Illinois,0,513 Central Avenue,"472,808",Highland Park,"NBD Highland Park Bank, National Association",,, ,60035,Chicago,Chicago
Illinois,1,114 West Front Street,"99,194",Campbell Hill,First State Bank of Campbell Hill,0.77,8.12,http://www.fsbch.com:80/,62916,Mount Vernon,Chicago
Illinois,0,Main Street,"12,558",Dalton City,The Hight State Bank,,, ,61925,Champaign,Chicago
Illinois,1,Front And Adams Streets,"66,182",Danforth,Farmers State Bank of Danforth,0.84,9.27,http://www.fsbdanforth.com:80/,60930,Champaign,Chicago
Illinois,1,2994 County Road 900 East,"24,662",Dewey,Dewey Bank,1.88,16.07,http://www.deweybank.com:80/,61840,Champaign,Chicago
Illinois,1,15 East Main Street,"97,508",Du Quoin,Du Quoin State Bank,1.77,15.34,http://www.duquoinstatebank.com:80/,62832,Mount Vernon,Chicago
Illinois,0,132 East Main,"57,612",Dwight,Bank of Dwight,,, ,60420,Champaign,Chicago
Illinois,0,Main Street,"13,258",Malden,Malden State Bank,,,http://www.maldenbank.com:80/,61337,Princeton,Chicago
Illinois,1,27875 2600 E Street,"41,529",Van Orin,First State Bank of Van Orin,0.12,1.27, ,61374,Princeton,Chicago
Illinois,1,110 S 4th St,"23,439",Elkville,Elkville State Bank,0.79,4.7, ,62932,Mount Vernon,Chicago
Illinois,0,Main Street,"4,980",Emington,The Taylor State Bank,,, ,60934,Champaign,Chicago
Illinois,0,Main Street,"2,422",Ewing,Ewing State Bank,,, ,62836,Mount Vernon,Chicago
Illinois,0,690 North Lagrange,"332,637",Frankfort,Harris Bank Frankfort,,,http://www.harrisbank.com:80/,60423,Chicago,Chicago
Illinois,0,327 West Main Street,"43,252",Genoa,Citizens First National Bank of Genoa,,, ,60135,Chicago,Chicago
Illinois,1,260 S Main St,"19,259",Grand Chain,Grand Rivers Community Bank,0.37,3.94,http://www.grandriverscommunitybank.com:80/,62941,Mount Vernon,Chicago
Illinois,0,Main Street,"18,750",Gridley,"AMCORE Bank, Gridley",,, ,61744,Champaign,Chicago
Illinois,0,230 Main Street,"45,468",Hillsdale,Old Farmers & Merchants State Bank,,, ,61257,Princeton,Chicago
Illinois,0,101 West Lincoln Street,"64,080",Hinckley,Hinckley State Bank,,, ,60520,Chicago,Chicago
Illinois,1,101 W. Main Street,"42,719",Industry,State Bank of Industry,0.83,6.53,http://www.statebankofindustry.com:80/,61440,Springfield Il,Chicago
Illinois,1,111 North Church Street,"78,045",Louisville,Clay County State Bank,0.92,6.94,http://www.claycobank.com:80/,62858,Mount Vernon,Chicago
Illinois,0,16178 South Park,"558,080",South Holland,South Holland Trust & Savings Bank,,, ,60473,Chicago,Chicago
Illinois,1,14 Main Street,"169,810",Speer,State Bank of Speer,0.96,11.89,http://www.speerbank.com:80/,61479,Princeton,Chicago
Illinois,1,216 East Main Street,"205,771",Carbondale,The Bank of Carbondale,0.98,9.12,http://www.tboc.com:80/,62901,Mount Vernon,Chicago
Illinois,1,102 West Beardstown Street,"185,719",Virginia,"Petefish, Skiles & Co.",0.88,7.19,http://www.petefishskiles.com:80/,62691,Springfield Il,Chicago
Illinois,1,120 East Walnut Street,"223,039",Watseka,"The First Trust and Savings Bank of Watseka, Illinois",1.44,11.95,http://www.ftsbank.com:80/,60970,Champaign,Chicago
Illinois,0,1 Jefferson Street,"139,670",Mansfield,Peoples State Bank of Mansfield,,,http://www.psb1910@farmwagon.com:80/,61854,Champaign,Chicago
Illinois,0,Main Street,"15,460",Mount Erie,Mt. Erie State Bank,,, ,62446,Mount Vernon,Chicago
Illinois,0,340 Main Street,"26,444",Mount Zion,Mt. Zion State Bank,,, ,62549,Champaign,Chicago
Illinois,1,206 Center St,"21,085",Campus,Campus State Bank,1.73,17.63, ,60920,Champaign,Chicago
Illinois,0,Main Street,"3,261",Cave In Rock,Hardin County State Bank,,, ,62919,Mount Vernon,Chicago
Illinois,0,100 West University Avenue,"1,679,876",Champaign,Main Street Bank & Trust,,, ,61820,Champaign,Chicago
Illinois,1,501 East Locust,"52,702",Chatsworth,Citizens Bank of Chatsworth,-0.1,-1.37,http://www.cbchatsworth.com:80/,60921,Champaign,Chicago
Illinois,1,1309 Swanwick Street,"146,058",Chester,Buena Vista National Bank,1.2,8.58,http://www.bvnb.com:80/,62233,Mount Vernon,Chicago
Illinois,1,331 South Main Street,"94,549",Clay City,The Clay City Banking Co.,0.54,5.26,http://www.claycitybanking.com:80/,62824,Mount Vernon,Chicago
Illinois,1,102 S Main Street,"192,614",Avon,Tompkins State Bank,0.83,8.06,http://www.tompkinsstatebank.com:80/,61415,Springfield Il,Chicago
Illinois,0,Main Street,"29,026",Benson,Farmers State Bank of Benson,,, ,61516,Princeton,Chicago
Illinois,0,2404 East Oakland,"171,256",Bloomington,"Bank One, Bloomington-Normal",,, ,61701,Champaign,Chicago
Illinois,0,Towanda At Empire,"98,510",Bloomington,Magna Bank of McLean County,,, ,61701,Champaign,Chicago
Illinois,1,400 E Buchanan,"152,269",Ashland,West Central Bank,0.93,8.81,http://www.westcentralbank.com:80/,62612,Springfield Il,Chicago
Illinois,1,180 East Bodman Street,"80,861",Bement,State Bank of Bement,0.46,3.23,http://www.bankbement.com:80/,61813,Champaign,Chicago
Illinois,1,123 East Knoxville Street,"54,661",Brimfield,Brimfield Bank,0.3,3.14,http://www.brimfieldbank.com:80/,61517,Princeton,Chicago
Illinois,1,20228 183rd Ave West,"62,454",Buffalo Prairie,Buffalo Prairie State Bank,1.54,10.21, ,61237,Princeton,Chicago
Illinois,1,111 West Highway Street,"79,735",Oneida,Anderson State Bank,0.16,1.12,http://www.andersonstatebank.com:80/,61467,Princeton,Chicago
Illinois,1,105 East Water Street,"105,582",Pinckneyville,Murphy-Wall State Bank and Trust Company,1,8.52,http://www.murphywall.com:80/,62274,Mount Vernon,Chicago
Illinois,0,301 South Maine Street,"19,462",Pleasant Hill,Citizens State Bank of Pleasant Hill,,, ,62366,Springfield Il,Chicago
Illinois,0,1411 South Main Street,"43,255",Red Bud,First Bank,,, ,62278,Mount Vernon,Chicago
Illinois,0,50 East Adams,"123,633",Chicago,First American Bank,,, ,60603,Chicago,Chicago
Illinois,0,Sixth And Schuyler Streets,"12,868",Oquawka,Midwest Bank of Oquawka,,, ,61469,Princeton,Chicago
Illinois,1,1604 West Morton Avenue,"234,625",Jacksonville,Premier Bank of Jacksonville,1.08,14.7,http://www.premierbanksonline.com:80/,62650,Springfield Il,Chicago
Illinois,0,Main Street,"12,584",Albers,Peoples Bank of Albers,,, ,62215,Mount Vernon,Chicago
Illinois,1,101 South Charles Street,"65,293",Beecher City,First State Bank of Beecher City,1.86,15.29, ,62414,Mount Vernon,Chicago
Illinois,1,25 S Main St,"18,477",Chesterfield,Chesterfield State Bank,0.83,10, ,62630,Springfield Il,Chicago
Illinois,1,206 Lions Drive,"15,702",Williamsfield,Laura State Bank,-0.38,-3.08, ,61489,Princeton,Chicago
Illinois,0,100 South Main Street,"81,780",Monmouth,Marquette Bank Monmouth,,, ,61462,Princeton,San Francisco
Illinois,0,Main Street,"36,569",Osco,State Bank of Osco,,, ,61274,Princeton,Chicago
Illinois,1,244 West Lincoln Street,"45,546",Waterman,Waterman State Bank,-0.24,-2.7,http://www.watermanbank.org:80/,60556,Princeton,Chicago
Illinois,1,101 South Main Street,"153,783",Minier,First Farmers State Bank,1.69,15.03,http://www.firstfarmers.com:80/,61759,Springfield Il,Chicago
Illinois,0,302 West Front Street,"37,223",Annawan,The State Bank of Annawan,,, ,61234,Princeton,Chicago
Illinois,0,310 South Schuyler Avenue,"621,777",Kankakee,Centrue Bank,,,http://www.centrue.com:80/,60901,Champaign,Chicago
Illinois,0,3307 Chicago Road,"146,350",South Chicago Heights,Grand National Bank,,, ,60411,Chicago,Chicago
Illinois,1,115 N. Bluffs St.,"54,353",Bluffs,Bank of Bluffs,1.15,7.48,http://www.bankofbluffs.com:80/,62621,Springfield Il,Chicago
Illinois,1,100 Olive Street,"17,177",Chestnut,Bank of Chestnut,0.66,7.15,http://www.bankofchestnut.com:80/,62518,Springfield Il,Chicago
Illinois,1,946 Fourth Street,"242,820",Eldorado,Legence Bank,2.09,17.23,http://www.legencebank.com:80/,62930,Mount Vernon,Chicago
Illinois,1,14-22 East Hanover Street,"385,211",New Baden,First County Bank,1.08,11.59,http://www.fcbbanks.com:80/,62265,Mount Vernon,Chicago
Illinois,0,200 West Corning Avenue,"130,165",Peotone,Peotone Bank and Trust Company,,, ,60468,Chicago,Chicago
Illinois,0,113 South Main Street,"11,429",Sheffield,"Farmers' State Bank of Sheffield, Ill.",,, ,61361,Princeton,Chicago
Illinois,0,350 East Dundee Road,"103,575",Wheeling,Wheeling Trust and Savings Bank,,, ,60090,Chicago,Chicago
Illinois,0,12616 State Route 143,"32,887",Highland,American Bank of Illinois in Highland,,, ,62249,Mount Vernon,Chicago
Iowa,0,102 West Main,"44,673",Calmar,Security State Bank,,, ,52132,Minneapolis,Kansas City
Iowa,0,120 South First Street,"43,974",Moville,Western Bank & Trust National Association,,,http://www.westernbt.com:80/,51039,Sioux City,Kansas City
Iowa,0,520 Walnut Street,"2,875,965",Des Moines,"Firstar Bank Iowa, National Association",,, ,50304,Des Moines,Chicago
Iowa,1,14155 Hwy 98,"18,196",Douds,Farmers and Traders Savings Bank,0.82,7.98, ,52551,Cedar Rapids,Kansas City
Iowa,0,511 Main Street,"13,783",Dumont,State Bank of Dumont,,, ,50625,Des Moines,Kansas City
Iowa,1,101 S. Main Street,"37,158",Garnavillo,The Garnavillo Savings Bank,1.31,13.15,http://www.garnavillobank.com:80/,52049,Cedar Rapids,Kansas City
Iowa,0,Main Street,"9,378",Grand Mound,Union Savings Bank,,, ,52751,Cedar Rapids,Kansas City
Iowa,0,120 5th Street,"29,299",Kalona,Boatmen's Bank of Kalona,,, ,52247,Cedar Rapids,Kansas City
Iowa,0,Main Street,"21,477",Ossian,The Ossian State Bank,,, ,52161,Minneapolis,Kansas City
Iowa,1,109 West Main Street,"172,886",State Center,Central State Bank,0.95,7.45,http://www.centralstatebankia.com:80/,50247,Des Moines,Kansas City
Iowa,0,11 North First Avenue,"469,960",Marshalltown,F&M Bank-Iowa Central,,, ,50158,Des Moines,Kansas City
Kansas,1,721 High Street,"77,704",Baldwin City,The Baldwin State Bank,0.83,9.19,http://www.baldwinstatebank.com:80/,66006,Kansas City,Kansas City
Kansas,1,201 South Mill Street,"166,082",Beloit,Guaranty State Bank and Trust Company,1.53,15.09,http://www.guarantystate.com:80/,67420,Hays,Kansas City
Kansas,1,33050 West 83rd Street,"58,055",De Soto,Great American Bank,2.59,13.14,http://www.greatambank.com:80/,66018,Kansas City,Kansas City
Kansas,0,1551 North Waterfront Parkway,"1,211,811",Wichita,"Commerce Bank, National Association",,, ,67206,Wichita,Kansas City
Kansas,0,501 North Penn Avenue,"48,072",Independence,Citadel Bank of Independence,,, ,67301,Wichita,Kansas City
Kansas,0,1830 Main Street,"16,324",Parsons,The State Bank of Parsons,,, ,67357,Springfield Mo,Kansas City
Kansas,1,7835 West 151st Street,"94,973",Stanley,Stanley Bank,0.53,2.99,http://www.stanleybank.com:80/,66223,Kansas City,Kansas City
Kansas,1,201 South Main Street,"201,743",Ulysses,Grant County Bank,1.51,13.69,http://www.gc4bank.com:80/,67880,Hays,Kansas City
Kansas,1,402 Main St,"77,504",Bern,The State Bank of Bern,1.87,14.07,http://www.statebankofbern.com:80/,66408,Kansas City,Kansas City
Kansas,1,510 North Second Avenue,"180,498",Dodge City,The Fidelity State Bank and Trust Company,0.91,5.85,http://www.fidelitybankdc.com:80/,67801,Hays,Kansas City
Kansas,0,1104 East Twelfth Avenue,"25,758",Emporia,Admire Bank,,, ,66801,Wichita,Kansas City
Kansas,0,113 Main Street,"12,283",Minneola,"The Peoples State Bank, of Minneola, Kansas",,, ,67865,Wichita,Kansas City
Kansas,0,21 Main,"71,552",Sabetha,The Morrill State Bank & Trust Co.,,, ,66534,Kansas City,Kansas City
Kansas,1,201 South Main Street,"69,219",Plainville,Midwest Community Bank,0.38,3.38,http://www.mwcb.com:80/,67663,Hays,Kansas City
Kansas,0,9900 West 87th Street,"4,625,492",Overland Park,"Firstar Bank,  National Association",,, ,66212,Kansas City,Kansas City
Michigan,1,312 West Genesee Street,"127,767",Iron River,The Miners State Bank,1.25,13.56,http://www.msbir.com:80/,49935,Appleton,Chicago
Michigan,0,11300 Jos. Campau Avenue,"584,012",Hamtramck,Security Bank of Commerce,,, ,48212,Detroit,Chicago
Michigan,1,One East Huron Avenue,"234,993",Bad Axe,Signature Bank,-0.15,-1.8,http://www.signaturebankmi.com:80/,48413,Detroit,Chicago
Michigan,0,101 North Michigan Avenue,"125,046",Big Rapids,Old Kent Bank of Big Rapids,,, ,49307,Grand Rapids,Chicago
Michigan,0,36-38 East 8th Street,"328,206",Holland,Old Kent Bank of Holland,,, ,49423,Grand Rapids,Chicago
Michigan,0,100 West Michigan Avenue,"74,215",Saline,The Citizens Bank of Saline,,, ,48176,Detroit,Chicago
Michigan,0,402 Washington Street,"20,365",Stambaugh,First of America Bank-Iron County,,, ,49964,Appleton,Chicago
Michigan,0,124 South James Street,"77,987",Ludington,Old Kent Bank of Ludington,,, ,49431,Grand Rapids,Chicago
Michigan,0,Main Street,"8,446",Middleville,Farmers State Bank of Middleville,,, ,49333,Grand Rapids,Chicago
Michigan,0,Main Street,"111,833",Hart,FMB-Oceana Bank,,, ,49420,Grand Rapids,Chicago
Minnesota,0,203 East 7th Street,"46,374",Blue Earth,Blue Earth State Bank,,, ,56013,Mankato,Kansas City
Minnesota,0,115 West Washington Street,"48,053",Caledonia,"MERCHANTS BANK, NATIONAL ASSOCIATION",,, ,55921,Minneapolis,Kansas City
Minnesota,0,1215 Pokegama Avenue South,"93,977",Grand Rapids,American Bank of the North,,, ,55744,Grand Forks,Kansas City
Minnesota,0,Main Street,"11,350",Conger,State Bank of Conger (Incorporated),,, ,56020,Minneapolis,Kansas City
Minnesota,1,510 Main Street,"224,855",Sandstone,Northview Bank,0.91,9.35,http://www.northviewbank.com:80/,55072,Minneapolis,Kansas City
Minnesota,1,216 1st Avenue Ne,"71,508",Hayfield,Citizens State Bank of Hayfield,0.73,9.81,http://www.csbankmn.com:80/,55940,Minneapolis,Kansas City
Minnesota,1,1141 3rd Ave,"578,549",Mountain Lake,United Prairie Bank,0.75,7.41,http://www.unitedprairiebank.com:80/,56159,Mankato,Kansas City
Minnesota,1,201 N Main Street,"54,959",Janesville,Janesville State Bank,1.43,11.36,http://www.janesvillestatebank.com:80/,56048,Mankato,Kansas City
Minnesota,0,106 - 5th Street Se,"43,899",Renville,First Security Bank - Renville,,, ,56284,Mankato,Kansas City
Minnesota,1,523 Nw 1st Avenue,"234,159",Grand Rapids,Grand Rapids State Bank,0.72,6.12,http://www.grsb.com:80/,55744,Grand Forks,Kansas City
Minnesota,0,1010 Second Avenue,"56,571",Worthington,"Norwest Bank Worthington, National Association",,, ,56187,Sioux Falls,Kansas City
Minnesota,1,51 Main Street,"101,319",New London,Lake Region Bank,1.15,14.05,http://www.lakeregion.com:80/,56273,Mankato,Kansas City
Minnesota,0,Main Street,"33,484",Onamia,Woodlands National Bank,,, ,56359,Minneapolis,Kansas City
